group,names,scores,logfoldchanges,pvals,pvals_adj
0,PSMG2,1.8728441,,0.06108991188060265,0.8234147337450912
0,LETMD1,1.8699068,,0.06149676603428654,0.8272807159021468
0,SEPW1,1.864729,,0.062219394399130226,0.8340907969341101
0,CD48,1.8636836,,0.06236615893119024,0.8351524641273146
0,HMHA1,1.8611444,,0.06272377959217955,0.8390323763629213
0,ID3,1.8591032,,0.06301250659068287,0.8412624292584869
0,MPHOSPH8,1.8590037,,0.06302661889104845,0.8412624292584869
0,THYN1,1.8552697,,0.06355771906319838,0.8465230685572542
0,CMTM8,1.8527306,,0.06392097491400946,0.8498508085922098
0,SSR2,1.8520834,,0.06401384326855561,0.8498508085922098
0,LMNA,1.8506397,,0.06422141266803456,0.851691695897969
0,LY9,1.8450637,,0.0650282835325777,0.8605455936431052
0,UBL3,1.8432215,,0.06529666967596455,0.8631730879090073
0,YME1L1,1.8327167,,0.06684470713300394,0.8808108530532289
0,PSMD5-AS1,1.8298789,,0.06726804289945859,0.8836610522006668
0,HAPLN3,1.8298292,,0.06727548949197633,0.8836610522006668
