group,names,scores,logfoldchanges,pvals,pvals_adj
0,ZNF653,-0.13048871,2.607769,0.8961797821871346,0.9999631895353134
0,EPHX1,-0.13048871,2.441931,0.8961797821871346,0.9999631895353134
0,TIGD3,-0.13048871,2.4733388,0.8961797821871346,0.9999631895353134
0,RP11-117D22.2,-0.13048871,2.4660468,0.8961797821871346,0.9999631895353134
0,TMEM241,-0.13048871,2.4860713,0.8961797821871346,0.9999631895353134
0,SLC36A1,-0.13048871,2.4784048,0.8961797821871346,0.9999631895353134
0,FKBP1B,-0.13048871,2.4486954,0.8961797821871346,0.9999631895353134
0,TUBE1,-0.13078743,,0.8959434671587134,0.9999631895353134
0,GCLM,-0.13078743,,0.8959434671587134,0.9999631895353134
0,RAB1B,-0.13083722,,0.8959040822176603,0.9999631895353134
0,SMARCD1,-0.13083722,,0.8959040822176603,0.9999631895353134
0,ARFGEF1,-0.13218144,,0.894840786098071,0.9999631895353134
0,TEX264,-0.13233079,,0.8947226537113929,0.9999631895353134
0,CBX4,-0.13243036,,0.8946439000839014,0.9999631895353134
0,HLA-G,-0.13252993,,0.8945651474948733,0.9999631895353134
0,ADIPOR2,-0.13312736,,0.8940926538113911,0.9999631895353134
0,CCBL2,-0.13322693,,0.8940139085130837,0.9999631895353134
0,RIOK1,-0.13342609,,0.8938564210510336,0.9999631895353134
0,MAP1S,-0.13357544,,0.8937383082002593,0.9999631895353134
0,DERA,-0.13362522,,0.8936989377735151,0.9999631895353134
0,NBAS,-0.13367501,,0.8936595676086874,0.9999631895353134
0,TRAPPC6B,-0.13377458,,0.8935808280651653,0.9999631895353134
0,GPATCH2,-0.13377458,,0.8935808280651653,0.9999631895353134
0,CC2D1A,-0.13412309,,0.8933052479272993,0.9999631895353134
0,PPP4R1,-0.13422266,,0.8932265131094889,0.9999631895353134
0,MANBA,-0.13432223,,0.8931477793439448,0.9999631895353134
0,CDK19,-0.13457115,,0.8929509495387802,0.9999631895353134
0,VMAC,-0.1347703,,0.8927934904413444,0.9999631895353134
0,ANKMY2,-0.13482009,,0.8927541263270471,0.9999631895353134
0,TMEM131,-0.13486987,,0.8927147624769661,0.9999631895353134
0,CCDC6,-0.13491966,,0.8926753988911972,0.9999631895353134
0,CSRNP1,-0.13496944,,0.8926360355698361,0.9999631895353134
0,ARID3B,-0.13501923,,0.8925966725129786,0.9999631895353134
0,PPP1R12C,-0.13506901,,0.8925573097207207,0.9999631895353134
0,TRIM21,-0.13531794,,0.8923604997317744,0.9999631895353134
0,B3GALT6,-0.13541752,,0.8922817775917444,0.9999631895353134
0,NCBP1,-0.13541752,,0.8922817775917444,0.9999631895353134
0,CLSTN3,-0.1354673,,0.89224241691973,0.9999631895353134
0,GALNT10,-0.1354673,,0.89224241691973,0.9999631895353134
0,PRKAB1,-0.13551709,,0.8922030565131771,0.9999631895353134
0,DDI2,-0.13571623,,0.892045617543495,0.9999631895353134
0,RIPK3,-0.1358158,,0.8919668996539124,0.9999631895353134
0,MCPH1,-0.13596515,,0.8918488248157663,0.9999631895353134
0,BCDIN3D,-0.13601494,,0.8918094670690947,0.9999631895353134
0,IL18R1,-0.13611452,,0.8917307523753917,0.9999631895353134
0,FAM69A,-0.13621409,,0.8916520387485137,0.9999631895353134
0,SLA,-0.13621409,,0.8916520387485137,0.9999631895353134
0,MDM2,-0.13631366,,0.8915733261892268,0.9999631895353134
0,BCAP29,-0.13646302,,0.8914552593537052,0.9999631895353134
0,KHNYN,-0.13666216,,0.8912978406500599,0.9999631895353134
0,TBC1D2B,-0.13681152,,0.891179779433464,0.9999631895353134
0,RNF219,-0.1369111,,0.8911010732958065,0.9999631895353134
0,PPAT,-0.1369111,,0.8911010732958065,0.9999631895353134
0,TBC1D10B,-0.13701066,,0.8910223682311007,0.9999631895353134
0,TMEM260,-0.13701066,,0.8910223682311007,0.9999631895353134
0,ZNF207,-0.13711023,,0.8909436642401124,0.9999631895353134
0,SRBD1,-0.13730937,,0.8907862594823507,0.9999631895353134
0,PAFAH2,-0.13740894,,0.8907075587171085,0.9999631895353134
0,TFE3,-0.13740894,,0.8907075587171085,0.9999631895353134
0,TMEM242,-0.13745873,,0.8906682087382319,0.9999631895353134
0,HSPBP1,-0.13755831,,0.8905895095884466,0.9999631895353134
0,ZNF124,-0.1376081,,0.8905501604177292,0.9999631895353134
0,KIAA1715,-0.13770767,,0.890471462885123,0.9999631895353134
0,CCDC77,-0.13770767,,0.890471462885123,0.9999631895353134
0,SLC12A6,-0.13775745,,0.8904321145234259,0.9999631895353134
0,CCDC51,-0.13780724,,0.8903927664315934,0.9999631895353134
0,SLC25A44,-0.13785702,,0.8903534186097213,0.9999631895353134
0,BECN1,-0.1379068,,0.8903140710579054,0.9999631895353134
0,C19orf70,-0.13815573,,0.8901173373530162,0.9999631895353134
0,ABCF1,-0.13815573,,0.8901173373530162,0.9999631895353134
0,FMR1,-0.13820553,,0.8900779914235462,0.9999631895353134
0,C11orf54,-0.13835488,,0.8899599552598733,0.9999631895353134
0,TMEM184C,-0.13850424,,0.8898419215353154,0.9999631895353134
0,SCRN3,-0.13855402,,0.8898025775029346,0.9999631895353134
0,ZBTB22,-0.13865359,,0.8897238902524549,0.9999631895353134
0,VHL,-0.13880295,,0.8896058614138744,0.9999631895353134
0,ACTR3B,-0.13885273,,0.8895665190113007,0.9999631895353134
0,H2AFZ,-0.13890253,,0.889527176880696,0.9999631895353134
0,WDR45B,-0.13925102,,0.8892517895896349,0.9999631895353134
0,KDM5A,-0.13959953,,0.8889764156625509,0.9999631895353134
0,KIAA2018,-0.1396991,,0.8888977398568674,0.9999631895353134
0,RASAL3,-0.1400476,,0.8886223831602272,0.9999631895353134
0,AC074138.3,-0.1400476,,0.8886223831602272,0.9999631895353134
0,SERPINH1,-0.14019695,,0.8885043772594278,0.9999631895353134
0,CUL9,-0.14019695,,0.8885043772594278,0.9999631895353134
0,EIF2AK3,-0.14019695,,0.8885043772594278,0.9999631895353134
0,FOXO4,-0.14019695,,0.8885043772594278,0.9999631895353134
0,ZNF865,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RNF123,-0.14019695,,0.8885043772594278,0.9999631895353134
0,INO80B,-0.14019695,,0.8885043772594278,0.9999631895353134
0,CACTIN,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RHOBTB2,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RP11-542M13.3,-0.14019695,,0.8885043772594278,0.9999631895353134
0,FAM86C1,-0.14019695,,0.8885043772594278,0.9999631895353134
0,KDM5B,-0.14019695,,0.8885043772594278,0.9999631895353134
0,P2RX7,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RP11-611L7.1,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RP11-973H7.4,-0.14019695,,0.8885043772594278,0.9999631895353134
0,HEATR5A,-0.14019695,,0.8885043772594278,0.9999631895353134
0,MED14-AS1,-0.14019695,,0.8885043772594278,0.9999631895353134
0,MED18,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RP11-134P9.3,-0.14019695,,0.8885043772594278,0.9999631895353134
0,SOCS5,-0.14019695,,0.8885043772594278,0.9999631895353134
0,ZER1,-0.14019695,,0.8885043772594278,0.9999631895353134
0,TAF4,-0.14019695,,0.8885043772594278,0.9999631895353134
0,HMGCR,-0.14019695,,0.8885043772594278,0.9999631895353134
0,AC005523.2,-0.14019695,,0.8885043772594278,0.9999631895353134
0,AC091729.9,-0.14019695,,0.8885043772594278,0.9999631895353134
0,RP11-686O6.2,-0.14019695,,0.8885043772594278,0.9999631895353134
0,TRIM7,-0.14019695,,0.8885043772594278,0.9999631895353134
0,PLCB3,-0.14019695,,0.8885043772594278,0.9999631895353134
0,EHMT1,-0.14034632,,0.888386373829584,0.9999631895353134
0,CREB1,-0.14089395,,0.8879537157689232,0.9999631895353134
0,AC093673.5,-0.14099354,,0.8878750542498094,0.9999631895353134
0,RNASEH2A,-0.14233775,,0.8868132321386356,0.9999631895353134
0,FAM207A,-0.14238754,,0.8867739092834109,0.9999631895353134
0,ZNF720,-0.14258668,,0.8866166206510092,0.9999631895353134
0,PSMD11,-0.14303476,,0.8862627375668781,0.9999631895353134
0,VARS,-0.14328368,,0.8860661456488552,0.9999631895353134
0,FAM81A,-0.14358239,2.6495545,0.8858302446038762,0.9999631895353134
0,UHRF1BP1,-0.14358239,2.6432605,0.8858302446038762,0.9999631895353134
0,RP11-932O9.7,-0.14358239,2.812055,0.8858302446038762,0.9999631895353134
0,AGRN,-0.14358239,2.7736301,0.8858302446038762,0.9999631895353134
0,RP11-308N19.1,-0.14358239,2.756296,0.8858302446038762,0.9999631895353134
0,VMO1,-0.14358239,2.7076154,0.8858302446038762,0.9999631895353134
0,LILRA4,-0.14358239,2.675288,0.8858302446038762,0.9999631895353134
0,PLEKHA7,-0.14358239,2.7205334,0.8858302446038762,0.9999631895353134
0,TMCC2,-0.14358239,2.6877632,0.8858302446038762,0.9999631895353134
0,NLRC4,-0.14358239,2.6693866,0.8858302446038762,0.9999631895353134
0,ZNF490,-0.14358239,2.6608124,0.8858302446038762,0.9999631895353134
0,ACPP,-0.14358239,2.7907004,0.8858302446038762,0.9999631895353134
0,ABCC3,-0.14358239,2.872629,0.8858302446038762,0.9999631895353134
0,LINC00211,-0.14358239,2.7267323,0.8858302446038762,0.9999631895353134
0,MRAS,-0.14358239,2.704173,0.8858302446038762,0.9999631895353134
0,CARM1,-0.14358239,2.7109826,0.8858302446038762,0.9999631895353134
0,PRR11,-0.14358239,2.7935393,0.8858302446038762,0.9999631895353134
0,RP11-553K8.2,-0.14358239,2.6469598,0.8858302446038762,0.9999631895353134
0,C1orf53,-0.14358239,2.6595662,0.8858302446038762,0.9999631895353134
0,MYOF,-0.14358239,2.6686826,0.8858302446038762,0.9999631895353134
0,GOLIM4,-0.14358239,2.662677,0.8858302446038762,0.9999631895353134
0,CLIP2,-0.14358239,2.8144233,0.8858302446038762,0.9999631895353134
0,AC093157.1,-0.14358239,2.6407883,0.8858302446038762,0.9999631895353134
0,RP11-92K15.3,-0.14358239,2.6523561,0.8858302446038762,0.9999631895353134
0,RP11-1149M10.2,-0.14358239,2.6681461,0.8858302446038762,0.9999631895353134
0,RP11-219B4.7,-0.14358239,2.6791658,0.8858302446038762,0.9999631895353134
0,AMY2B,-0.14358239,2.665635,0.8858302446038762,0.9999631895353134
0,RP11-309G3.3,-0.14358239,2.6662865,0.8858302446038762,0.9999631895353134
0,PDZD7,-0.14358239,2.6578422,0.8858302446038762,0.9999631895353134
0,RP5-1098D14.1,-0.14358239,2.6801379,0.8858302446038762,0.9999631895353134
0,LINC00957,-0.14358239,2.8274581,0.8858302446038762,0.9999631895353134
0,GATS,-0.14358239,2.6590421,0.8858302446038762,0.9999631895353134
0,LDLRAD3,-0.14358239,2.6635737,0.8858302446038762,0.9999631895353134
0,TFAP2E,-0.14358239,2.6581588,0.8858302446038762,0.9999631895353134
0,CTD-2210P24.4,-0.14358239,2.7037246,0.8858302446038762,0.9999631895353134
0,BACE1,-0.14358239,2.6425552,0.8858302446038762,0.9999631895353134
0,SPA17,-0.14358239,2.6848223,0.8858302446038762,0.9999631895353134
0,CADM1,-0.14358239,2.654546,0.8858302446038762,0.9999631895353134
0,AC011899.9,-0.14358239,2.7370398,0.8858302446038762,0.9999631895353134
0,MST1,-0.14358239,2.676647,0.8858302446038762,0.9999631895353134
0,MEGF8,-0.14358239,2.6551871,0.8858302446038762,0.9999631895353134
0,HYAL3,-0.14358239,2.665765,0.8858302446038762,0.9999631895353134
0,LINC00694,-0.14358239,2.646265,0.8858302446038762,0.9999631895353134
0,ENC1,-0.14358239,2.6598206,0.8858302446038762,0.9999631895353134
0,PZP,-0.14358239,2.7118096,0.8858302446038762,0.9999631895353134
0,RP11-809N8.4,-0.14358239,2.6433516,0.8858302446038762,0.9999631895353134
0,RP11-277P12.20,-0.14358239,2.6995487,0.8858302446038762,0.9999631895353134
0,DLEC1,-0.14358239,2.6477337,0.8858302446038762,0.9999631895353134
0,CARD6,-0.14358239,2.6614075,0.8858302446038762,0.9999631895353134
0,DISP1,-0.14358239,2.7760448,0.8858302446038762,0.9999631895353134
0,RP11-61J19.4,-0.14358239,2.6685586,0.8858302446038762,0.9999631895353134
0,LEPR,-0.14358239,2.6700761,0.8858302446038762,0.9999631895353134
0,DNAJC27,-0.14358239,2.8054156,0.8858302446038762,0.9999631895353134
0,AGBL2,-0.14358239,2.6447623,0.8858302446038762,0.9999631895353134
0,CPAMD8,-0.14358239,2.6767323,0.8858302446038762,0.9999631895353134
0,PRICKLE1,-0.14358239,2.8030505,0.8858302446038762,0.9999631895353134
0,TMEM117,-0.14358239,2.6570294,0.8858302446038762,0.9999631895353134
0,GAN,-0.14358239,2.681043,0.8858302446038762,0.9999631895353134
0,EML6,-0.14358239,2.889566,0.8858302446038762,0.9999631895353134
0,TMCC3,-0.14358239,2.648369,0.8858302446038762,0.9999631895353134
0,ZNF768,-0.14358239,2.6533353,0.8858302446038762,0.9999631895353134
0,RAB11FIP3,-0.14358239,2.6576312,0.8858302446038762,0.9999631895353134
0,TIGD2,-0.14358239,2.6429381,0.8858302446038762,0.9999631895353134
0,AC007879.7,-0.14358239,2.7433803,0.8858302446038762,0.9999631895353134
0,RP1-111C20.4,-0.14358239,2.8346443,0.8858302446038762,0.9999631895353134
0,ZNF154,-0.14358239,2.6427877,0.8858302446038762,0.9999631895353134
0,AC007383.3,-0.14358239,2.700121,0.8858302446038762,0.9999631895353134
0,PDGFRB,-0.14358239,2.6587389,0.8858302446038762,0.9999631895353134
0,PAQR4,-0.14358239,2.6472044,0.8858302446038762,0.9999631895353134
0,RP11-297B17.3,-0.14358239,2.6752543,0.8858302446038762,0.9999631895353134
0,RP11-262H14.1,-0.14358239,2.696353,0.8858302446038762,0.9999631895353134
0,SMPDL3A,-0.14358239,2.649503,0.8858302446038762,0.9999631895353134
0,CCNJL,-0.14358239,2.6425948,0.8858302446038762,0.9999631895353134
0,C20orf197,-0.14358239,2.641694,0.8858302446038762,0.9999631895353134
0,MMP9,-0.14358239,2.8135293,0.8858302446038762,0.9999631895353134
0,RIN2,-0.14358239,2.8114607,0.8858302446038762,0.9999631895353134
0,THBD,-0.14358239,2.6645691,0.8858302446038762,0.9999631895353134
0,RP11-84C10.2,-0.14358239,2.727753,0.8858302446038762,0.9999631895353134
0,SRC,-0.14358239,2.7042153,0.8858302446038762,0.9999631895353134
0,MIR181A2HG,-0.14358239,2.676132,0.8858302446038762,0.9999631895353134
0,APBB2,-0.14358239,2.6633828,0.8858302446038762,0.9999631895353134
0,RP3-525N10.2,-0.14358239,2.739993,0.8858302446038762,0.9999631895353134
0,SLC2A5,-0.14358239,2.642846,0.8858302446038762,0.9999631895353134
0,RP11-385F7.1,-0.14358239,2.7105072,0.8858302446038762,0.9999631895353134
0,ARHGEF11,-0.14358239,2.6759064,0.8858302446038762,0.9999631895353134
0,GNE,-0.14358239,2.7274513,0.8858302446038762,0.9999631895353134
0,ITPRIPL2,-0.14358239,2.6537144,0.8858302446038762,0.9999631895353134
0,LYPD2,-0.14358239,2.7386782,0.8858302446038762,0.9999631895353134
0,IRS1,-0.14358239,2.7010334,0.8858302446038762,0.9999631895353134
0,RP11-215P8.3,-0.14358239,2.6940825,0.8858302446038762,0.9999631895353134
0,ANKRD22,-0.14358239,2.6905532,0.8858302446038762,0.9999631895353134
0,AC007386.2,-0.14358239,2.7145112,0.8858302446038762,0.9999631895353134
0,TNK2-AS1,-0.14358239,2.739708,0.8858302446038762,0.9999631895353134
0,CLDN5,-0.14358239,2.7621279,0.8858302446038762,0.9999631895353134
0,RP11-705O1.8,-0.14358239,2.641787,0.8858302446038762,0.9999631895353134
0,DLL1,-0.14358239,2.640645,0.8858302446038762,0.9999631895353134
0,ARHGAP6,-0.14358239,2.6442041,0.8858302446038762,0.9999631895353134
0,FAM20C,-0.14358239,2.6405978,0.8858302446038762,0.9999631895353134
0,AIFM3,-0.14358239,2.6475687,0.8858302446038762,0.9999631895353134
0,PSMD5,-0.14373176,,0.8857122978742106,0.9999631895353134
0,C1orf85,-0.14398068,,0.8855157256193406,0.9999631895353134
0,REEP3,-0.14413004,,0.8853977856473609,0.9999631895353134
0,TRIM56,-0.14432918,,0.8852405363011647,0.9999631895353134
0,RNF20,-0.14452833,,0.8850832914745963,0.9999631895353134
0,TBC1D7,-0.14452833,,0.8850832914745963,0.9999631895353134
0,KCTD18,-0.14452833,,0.8850832914745963,0.9999631895353134
0,DIS3,-0.14492661,,0.8847688154047665,0.9999631895353134
0,DAZAP1,-0.14492661,,0.8847688154047665,0.9999631895353134
0,FAM114A2,-0.14507596,,0.8846508915557119,0.9999631895353134
0,NPLOC4,-0.14512576,,0.8846115841737152,0.9999631895353134
0,NAPG,-0.14527512,,0.8844936637321248,0.9999631895353134
0,MED15,-0.14537469,,0.8844150515256846,0.9999631895353134
0,MEAF6,-0.14557382,,0.8842578305273258,0.9999631895353134
0,PRKCSH,-0.14577296,,0.8841006140867482,0.9999631895353134
0,SBF1,-0.14597212,,0.8839434022100544,0.9999631895353134
0,TBL1X,-0.14676869,,0.883314600464151,0.9999631895353134
0,CCR2,-0.14691804,,0.8831967083087776,0.9999631895353134
0,MTMR4,-0.14736612,,0.8828430473744506,0.9999631895353134
0,PMS1,-0.14746569,,0.8827644592244867,0.9999631895353134
0,SQLE,-0.14766483,,0.8826072863871215,0.9999631895353134
0,CELF1,-0.14766483,,0.8826072863871215,0.9999631895353134
0,PSMC1,-0.14771461,,0.8825679938997032,0.9999631895353134
0,EPG5,-0.14771461,,0.8825679938997032,0.9999631895353134
0,ELP4,-0.14791377,,0.8824108268405801,0.9999631895353134
0,RP11-58E21.3,-0.14791377,,0.8824108268405801,0.9999631895353134
0,HDGFRP2,-0.14796355,,0.8823715357989131,0.9999631895353134
0,RLF,-0.14806312,,0.8822929545839826,0.9999631895353134
0,RP5-821D11.7,-0.14811291,,0.8822536644109096,0.9999631895353134
0,FAM174A,-0.14821248,,0.8821750849340242,0.9999631895353134
0,HIATL1,-0.14831205,,0.8820965066167878,0.9999631895353134
0,RP11-104L21.3,-0.14836183,,0.8820572178932762,0.9999631895353134
0,FAM199X,-0.14841162,,0.8820179294599626,0.9999631895353134
0,RPRD1A,-0.14851119,,0.8819393534643105,0.9999631895353134
0,ZMYM6,-0.14851119,,0.8819393534643105,0.9999631895353134
0,TIMM50,-0.14910862,,0.8814679219176935,0.9999631895353134
0,PHF10,-0.1491584,,0.8814286378487775,0.9999631895353134
0,CTCF,-0.14935756,,0.881271504491281,0.9999631895353134
0,CCDC92,-0.14940734,,0.8812322218819248,0.9999631895353134
0,MOSPD2,-0.14940734,,0.8812322218819248,0.9999631895353134
0,ZADH2,-0.14945713,,0.8811929395647662,0.9999631895353134
0,MFN1,-0.14965627,,0.8810358132200108,0.9999631895353134
0,PHKB,-0.14965627,,0.8810358132200108,0.9999631895353134
0,MOSPD3,-0.14970605,,0.8809965323652678,0.9999631895353134
0,DPYSL2,-0.1498554,,0.8808786915580313,0.9999631895353134
0,TADA1,-0.15015413,,0.8806430178585914,0.9999631895353134
0,TP53BP2,-0.1502537,,0.8805644623067648,0.9999631895353134
0,BRF1,-0.15030348,,0.8805251849715272,0.9999631895353134
0,RP11-15A1.3,-0.15030348,,0.8805251849715272,0.9999631895353134
0,PIGT,-0.15045284,,0.8804073547296589,0.9999631895353134
0,ERMARD,-0.15045284,,0.8804073547296589,0.9999631895353134
0,CTA-217C2.1,-0.1505524,,0.8803288027059022,0.9999631895353134
0,NSUN3,-0.15070178,,0.8802109768784031,0.9999631895353134
0,COL6A2,-0.15075156,,0.880171702191787,0.9999631895353134
0,C8orf58,-0.15075156,,0.880171702191787,0.9999631895353134
0,TNFAIP1,-0.15075156,,0.880171702191787,0.9999631895353134
0,B3GNTL1,-0.15075156,,0.880171702191787,0.9999631895353134
0,ARPP19,-0.15080135,,0.8801324277999377,0.9999631895353134
0,PICK1,-0.15085113,,0.8800931537029506,0.9999631895353134
0,PON2,-0.15085113,,0.8800931537029506,0.9999631895353134
0,DHTKD1,-0.15085113,,0.8800931537029506,0.9999631895353134
0,ATAT1,-0.1509507,,0.8800146063939434,0.9999631895353134
0,RP11-802E16.3,-0.15105027,,0.8799360602655261,0.9999631895353134
0,MTMR2,-0.15110005,,0.8798967876442765,0.9999631895353134
0,ZMIZ2,-0.15110005,,0.8798967876442765,0.9999631895353134
0,ZNF699,-0.15114984,,0.8798575153184598,0.9999631895353134
0,ZSCAN9,-0.15114984,,0.8798575153184598,0.9999631895353134
0,KLF13,-0.15119962,,0.879818243288171,0.9999631895353134
0,HIP1R,-0.15124941,,0.8797789715535054,0.9999631895353134
0,TRMT61B,-0.151349,,0.879700428971424,0.9999631895353134
0,CHAF1A,-0.151349,,0.879700428971424,0.9999631895353134
0,PLEKHG3,-0.15139878,,0.8796611581241983,0.9999631895353134
0,MCOLN2,-0.15149835,,0.8795826173178529,0.9999631895353134
0,FAM19A2,-0.15159792,,0.8795040776962824,0.9999631895353134
0,PWWP2B,-0.15224513,,0.8789935990875052,0.9999631895353134
0,BZRAP1-AS1,-0.15239449,,0.8788758034669084,0.9999631895353134
0,PRCD,-0.15329063,6.4484806,0.8781690861372426,0.9999631895353134
0,ZNF17,-0.15329063,7.0320153,0.8781690861372426,0.9999631895353134
0,IQCE,-0.15329063,,0.8781690861372426,0.9999631895353134
0,AC147651.4,-0.15329063,5.66025,0.8781690861372426,0.9999631895353134
0,KIFC2,-0.15329063,7.193918,0.8781690861372426,0.9999631895353134
0,PRKCE,-0.15329063,6.587743,0.8781690861372426,0.9999631895353134
0,RP3-428L16.2,-0.15329063,5.8825593,0.8781690861372426,0.9999631895353134
0,ASPHD2,-0.15329063,5.952712,0.8781690861372426,0.9999631895353134
0,LPCAT2,-0.15329063,5.80772,0.8781690861372426,0.9999631895353134
0,AC010226.4,-0.15329063,5.4058266,0.8781690861372426,0.9999631895353134
0,C17orf80,-0.15329063,5.344234,0.8781690861372426,0.9999631895353134
0,RP11-262H14.4,-0.15329063,6.3341975,0.8781690861372426,0.9999631895353134
0,SLC26A6,-0.15329063,5.4816885,0.8781690861372426,0.9999631895353134
0,PFKFB4,-0.15329063,5.687447,0.8781690861372426,0.9999631895353134
0,FAM160B1,-0.15329063,6.1335225,0.8781690861372426,0.9999631895353134
0,ASB2,-0.15329063,6.3928676,0.8781690861372426,0.9999631895353134
0,NCAPG2,-0.15329063,5.3661184,0.8781690861372426,0.9999631895353134
0,KLHL26,-0.15329063,5.4016395,0.8781690861372426,0.9999631895353134
0,FUT4,-0.15329063,5.551403,0.8781690861372426,0.9999631895353134
0,PIK3R2,-0.15329063,5.5912204,0.8781690861372426,0.9999631895353134
0,C16orf95,-0.15329063,5.315136,0.8781690861372426,0.9999631895353134
0,NR1H3,-0.15329063,6.640003,0.8781690861372426,0.9999631895353134
0,TRPM2,-0.15329063,6.2766037,0.8781690861372426,0.9999631895353134
0,TESK2,-0.15329063,5.593725,0.8781690861372426,0.9999631895353134
0,DNAL1,-0.15329063,5.4464073,0.8781690861372426,0.9999631895353134
0,PLEKHA5,-0.15329063,5.3443127,0.8781690861372426,0.9999631895353134
0,ZSCAN21,-0.15329063,5.924945,0.8781690861372426,0.9999631895353134
0,DHRS11,-0.15329063,7.639496,0.8781690861372426,0.9999631895353134
0,ACER3,-0.15329063,5.7552485,0.8781690861372426,0.9999631895353134
0,TMEM194A,-0.15329063,5.5867496,0.8781690861372426,0.9999631895353134
0,EDC4,-0.15329063,5.6524153,0.8781690861372426,0.9999631895353134
0,EFNB1,-0.15329063,6.121315,0.8781690861372426,0.9999631895353134
0,PPP2CB,-0.15329063,10.561064,0.8781690861372426,0.9999631895353134
0,ZNF525,-0.15329063,6.001124,0.8781690861372426,0.9999631895353134
0,CHKA,-0.15329063,6.0498104,0.8781690861372426,0.9999631895353134
0,SPINT1,-0.15329063,6.799503,0.8781690861372426,0.9999631895353134
0,ZDHHC6,-0.1533902,,0.8780905679716854,0.9999631895353134
0,POLR3C,-0.15344,,0.8780513093385683,0.9999631895353134
0,CMTM5,-0.15358935,6.3706946,0.8779335352390035,0.9999631895353134
0,INTS6,-0.15398763,,0.8776194841886534,0.9999631895353134
0,STYXL1,-0.15423657,,0.8774232120598457,0.9999631895353134
0,RILPL2,-0.15488379,,0.8769129398208396,0.9999631895353134
0,PDCD2L,-0.15493357,,0.8768736902260772,0.9999631895353134
0,SRFBP1,-0.15523228,,0.8766381990185879,0.9999631895353134
0,SUN2,-0.15538163,,0.8765204575083844,0.9999631895353134
0,BTBD1,-0.15543142,,0.8764812109454,0.9999631895353134
0,KIAA0430,-0.15573014,,0.8762457379485151,0.9999631895353134
0,CCDC115,-0.15607864,,0.8759710332978492,0.9999631895353134
0,OXSR1,-0.15612842,,0.8759317909953015,0.9999631895353134
0,IL18BP,-0.15632758,,0.8757748248363468,0.9999631895353134
0,ADCK4,-0.15642715,,0.8756963435889396,0.9999631895353134
0,CEP290,-0.15662628,,0.8755393847620605,0.9999631895353134
0,CYP2R1,-0.15672585,,0.8754609071841069,0.9999631895353134
0,PSD4,-0.15682542,,0.8753824308308222,0.9999631895353134
0,SPAG9,-0.15692501,,0.8753039557029658,0.9999631895353134
0,LENG8,-0.15707436,,0.8751862453105189,0.9999631895353134
0,SNRNP25,-0.15722372,,0.875068537679554,0.9999631895353134
0,EIF2AK4,-0.15722372,,0.875068537679554,0.9999631895353134
0,OGT,-0.15722372,,0.875068537679554,0.9999631895353134
0,PDIA4,-0.15747264,,0.8748723644381942,0.9999631895353134
0,FUCA2,-0.15747264,,0.8748723644381942,0.9999631895353134
0,SP4,-0.15757222,,0.8747938972941168,0.9999631895353134
0,MAD2L1BP,-0.15782115,,0.8745977348217284,0.9999631895353134
0,ZBTB4,-0.15782115,,0.8745977348217284,0.9999631895353134
0,PAM,-0.1583688,,0.8741662045255003,0.9999631895353134
0,SEC23IP,-0.15841858,,0.8741269763524548,0.9999631895353134
0,ISOC2,-0.15846837,,0.8740877484888009,0.9999631895353134
0,DGCR14,-0.15851815,,0.8740485209346334,0.9999631895353134
0,LINC00998,-0.15861772,,0.8739700667551362,0.9999631895353134
0,MT-ND3,-0.15861772,,0.8739700667551362,0.9999631895353134
0,SPATA2L,-0.15881686,,0.8738131621141482,0.9999631895353134
0,NFIC,-0.15891643,,0.8737347116541737,0.9999631895353134
0,ALG1,-0.15891643,,0.8737347116541737,0.9999631895353134
0,RBBP4,-0.15896623,,0.8736954868896482,0.9999631895353134
0,EHD4,-0.1590658,,0.8736170382919939,0.9999631895353134
0,MRPS6,-0.15916537,,0.8735385909368343,0.9999631895353134
0,ZNF33A,-0.15931472,,0.8734209222354301,0.9999631895353134
0,MCAT,-0.16001172,,0.8728718386908075,0.9999631895353134
0,C7orf26,-0.1601113,,0.8727934031771493,0.9999631895353134
0,PRPSAP1,-0.16016108,,0.8727541858891924,0.9999631895353134
0,ZC3HC1,-0.16041002,,0.8725581041419199,0.9999631895353134
0,HDAC8,-0.16055937,,0.8724404588509751,0.9999631895353134
0,UBAC1,-0.1608083,,0.8722443896366384,0.9999631895353134
0,C9orf72,-0.1608083,,0.8722443896366384,0.9999631895353134
0,NDUFAF6,-0.16090786,,0.872165964147813,0.9999631895353134
0,KIF3B,-0.16110702,,0.8720091169404586,0.9999631895353134
0,ANKRD54,-0.16120659,,0.8719306952234442,0.9999631895353134
0,UCK1,-0.16120659,,0.8719306952234442,0.9999631895353134
0,QTRTD1,-0.16130616,,0.8718522747652149,0.9999631895353134
0,ACTA2,-0.16140573,,0.8717738555665279,0.9999631895353134
0,EMC7,-0.1615053,,0.8716954376281404,0.9999631895353134
0,ARMC10,-0.16160487,,0.8716170209508096,0.9999631895353134
